"species_code","species_orig","species","comm_name","major_group","isscaap","genus_food_name","calcium_mg","calories_kcal","carbohydrates_g","copper_mg","dietary_fiber_g","fat_g","folate_mcg","iron_mg","magnesium_mg","monounsaturated_fatty_acids_g","niacin_mg","phosphorus_mg","polyunsaturated_fatty_acids_g","potassium_mg","protein_g","riboflavin_mg","saturated_fatty_acids_g","sodium_mg","thiamin_mg","vitamin_a_mcg_rae","vitamin_b6_mg","vitamin_c_mg","zinc_mg"
"KCX","Lithodidae","Lithodidae","King crabs, stone crabs nei","Crustacea","King crabs, squat-lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"RTX","Macrouridae","Macrouridae","Grenadiers, rattails nei","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"QMC","Macrourus caml","Macrourus caml","Caml grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"MCH","Macrourus holotrachys","Macrourus holotrachys","Bigeye grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"GRN","Macruronus novaezelandiae","Macruronus novaezelandiae","Blue grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"MWF","Metanephrops spp","Metanephrops spp","Metanephrops lobsters nei","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"ENS","Metapenaeus endeavouri","Metapenaeus endeavouri","Endeavour shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"CTU","Mustelus antarcticus","Mustelus antarcticus","Gummy shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"MYA","Mytilus planulatus","Mytilus planulatus","Australian mussel","Mollusca","Mussels","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"MOW","Nemadactylus spp","Nemadactylus spp","Morwongs","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"ONV","Neocyttus rhomboidalis","Neocyttus rhomboidalis","Spiky oreo","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"NOA","Notothenia acuta","Gobionotothen acuta","Triangular rockcod","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"NOZ","Nototheniops mizops","Lindbergichthys mizops","Toad notie","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"GSU","Pagrus auratus","Pagrus auratus","Silver seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LOA","Panulirus cygnus","Panulirus cygnus","Australian spiny lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"AFQ","Paphies australis","Paphies australis","Pipi wedge clam","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"SCX","Pectinidae","Pectinidae","Scallops nei","Mollusca","Scallops, pectens","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"WKP","Penaeus latisulcatus","Melicertus latisulcatus","Western king prawn","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PEN","Penaeus spp","Penaeus spp","Penaeus shrimps nei","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PRC","Percoidei","Percoidei","Percoids nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"FLH","Platycephalidae","Platycephalidae","Flatheads nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"ANS","Pleuragramma antarcticum","Pleuragramma antarctica","Antarctic silverfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"GRL","Pomadasys argenteus","Pomadasys argenteus","Silver grunt","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PWS","Pristiophorus spp","Pristiophorus spp","Sawsharks nei","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"TRZ","Pseudocaranx dentex","Pseudocaranx dentex","White trevally","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"SSO","Pseudocyttus maculatus","Pseudocyttus maculatus","Smooth oreo dory","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"BEG","Pterygotrigla polyommata","Pterygotrigla polyommata","Latchet(=Sharpbeak gurnard)","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"RFA","Raja taaf","Amblyraja taaf","Whiteleg skate","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"GEM","Rexea solandri","Rexea solandri","Silver gemfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"FSA","Rhombosolea spp","Rhombosolea spp","Sand flounders nei","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"BAU","Sarda australis","Sarda australis","Australian bonito","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"BBM","Scomberomorus semifasciatus","Scomberomorus semifasciatus","Broad-barred king mackerel","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"KGX","Scomberomorus spp","Scomberomorus spp","Seerfishes nei","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"LOS","Scyllaridae","Scyllaridae","Slipper lobsters nei","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"AMX","Seriola spp","Seriola spp","Amberjacks nei","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"SEM","Seriolella brama","Seriolella brama","Common warehou","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SEU","Seriolella caerulea","Seriolella caerulea","White warehou","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SEP","Seriolella punctata","Seriolella punctata","Silver warehou","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"BSP","Seriolella spp","Seriolella spp","Warehou nei","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"WHS","Sillaginidae","Sillaginidae","Sillago-whitings","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SON","Somniosus pacificus","Somniosus pacificus","Pacific sleeper shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"PUX","Tetraodontidae","Tetraodontidae","Puffers nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SBF","Thunnus maccoyii","Thunnus maccoyii","Southern bluefin tuna","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"LOT","Thunnus tonggol","Thunnus tonggol","Longtail tuna","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"HMG","Trachurus declivis","Trachurus declivis","Greenback horse mackerel","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"TRT","Trematomus spp","Trematomus spp","Trematomus nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"ZSP","Zanclorhynchus spinifer","Zanclorhynchus spinifer","Antarctic horsefish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"ZNE","Zenopsis nebulosus","Zenopsis nebulosa","Mirror dory","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"GPN","Epinephelus striatus","Epinephelus striatus","Nassau grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MSH","Ex Mollusca","Ex Mollusca","Marine shells nei","Mollusca","Pearls, mother-of-pearl, shells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"LCX","Lachnolaimus maximus","Lachnolaimus maximus","Hogfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"KEM","Libinia emarginata","Libinia emarginata","Portly spider crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"SNA","Lutjanus spp","Lutjanus spp","Snappers nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"STC","Menippe mercenaria","Menippe mercenaria","Black stone crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"BAF","Ablennes hians","Ablennes hians","Flat needlefish","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"MLB","Acanthopagrus berda","Acanthopagrus berda","Goldsilk seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"AAB","Acanthopagrus bifasciatus","Acanthopagrus bifasciatus","Twobar seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LSJ","Alepes djedaba","Alepes djedaba","Shrimp scad","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"DRI","Ariomma indica","Ariomma indicum","Indian driftfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"OUN","Bothus pantherinus","Bothus pantherinus","Leopard flounder","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"RSK","Carcharhinidae","Carcharhinidae","Requiem sharks nei","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"MIL","Chanos chanos","Chanos chanos","Milkfish","Pisces","Miscellaneous diadromous fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SLD","Cheimerius nufar","Cheimerius nufar","Santer seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"STT","Dasyatidae","Dasyatidae","Stingrays, butterfly rays nei","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"DGP","Diagramma pictum","Diagramma pictum","Painted sweetlips","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"EHN","Echeneis naucrates","Echeneis naucrates","Live sharksucker","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"EWY","Epinephelus polylepis","Epinephelus polylepis","Smallscaled grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MOJ","Gerres spp","Gerres spp","Mojarras(=Silver-biddies) nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"GLT","Gnathanodon speciosus","Gnathanodon speciosus","Golden trevally","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"LTS","Lethrinus lentjan","Lethrinus lentjan","Pink ear emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LEN","Lethrinus microdon","Lethrinus microdon","Smalltooth emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LHN","Lethrinus nebulosus","Lethrinus nebulosus","Spangled emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"RES","Lutjanus argentimaculatus","Lutjanus argentimaculatus","Mangrove red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"MUM","Mullidae","Mullidae","Goatfishes, red mullets nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"CNS","Nematalosa nasus","Nematalosa nasus","Bloch's gizzard shad","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"THD","Nemipteridae","Nemipteridae","Threadfin and dwarf breams nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"AUX","Netuma thalassina","Netuma thalassina","Giant catfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"PQD","Pelates quadrilineatus","Pelates quadrilineatus","Fourlined terapon","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"TIP","Penaeus semisulcatus","Penaeus semisulcatus","Green tiger prawn","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"BAT","Platax spp","Platax spp","Batfishes","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"PKP","Plectorhinchus pictus","Plectorhinchus pictus","Trout sweetlips","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"GQD","Plectorhinchus sordidus","Plectorhinchus sordidus","Sordid rubberlip","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"OAZ","Pomacanthus maculosus","Pomacanthus maculosus","Yellowbar angelfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"PKS","Pomadasys stridens","Pomadasys stridens","Striped piggy","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"CBA","Rachycentron canadum","Rachycentron canadum","Cobia","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"RXS","Rhabdosargus haffara","Rhabdosargus haffara","Haffara seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"OBM","Scomberoides commersonnianus","Scomberoides commersonnianus","Talang queenfish","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"QUE","Scomberoides spp","Scomberoides spp","Queenfishes","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"IAH","Sepia pharaonis","Sepia pharaonis","Pharaoh cuttlefish","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"RNJ","Seriolina nigrofasciata","Seriolina nigrofasciata","Blackbanded trevally","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"SPI","Siganus spp","Siganus spp","Spinefeet(=Rabbitfishes) nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SZH","Sparidentex hasta","Sparidentex hasta","Sobaity seabream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"BAC","Sphyraena jello","Sphyraena jello","Pickhandle barracuda","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"YRB","Sphyraena obtusata","Sphyraena obtusata","Obtuse barracuda","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"BAN","Sphyraena putnamae","Sphyraena putnamae","Sawtooth barracuda","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"LIX","Synodontidae","Synodontidae","Lizardfishes nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"THQ","Thenus orientalis","Thenus orientalis","Flathead lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
